label,text
2,"['board', 'director', 'propose', 'dividend', 'share', '2010', 'share', 'pay', '2009']"
2,"['lifetree', 'found', '2000', 'revenue', 'rise', 'average', '40', 'margin', 'late']"
2,"['filippova', 'trilateral', 'agreement', 'investment', 'construction', 'technology', 'park', 'st', 'petersburg', 'sign', 'course', 'forum', 'day', 'russian', 'economy', 'open', 'helsinki', 'today']"
2,"['megafon', 'subscriber', 'base', 'increase', '2009', 'million', 'user', 'december', '31', 'market', 'share', 'number', 'customer', 'amount', '24', 'late', '2009', '23', 'late', '2008', 'accord', 'teliasonera', 'estimate']"
2,"['net', 'income', 'life', 'insurance', 'double', 'eur', 'mn', 'eur', 'mn', 'net', 'income', 'non', 'life', 'insurance', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period', '2009']"
2,"['net', 'sale', 'increase', 'm', 'm', 'pretax', 'profit', 'rise']"
2,"['net', 'sale', 'surge', 'teleste', 'say', 'm', 'sale', 'come', 'acquisition', '2009']"
2,"['nordea', 'group', 'operating', 'profit', 'increase', '2010', '18', 'percent', 'year', 'year', 'billion', 'euro', 'total', 'revenue', '3', 'percent', 'billion', 'euro']"
2,"['operating', 'profit', 'month', 'period', 'increase', 'm', 'net', 'sale', 'increase', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['operating', 'profit', 'month', 'period', 'increase', 'm', 'net', 'sale', 'increase', 'm', 'compare', 'corresponding', 'period', '2007']"
2,"['operating', 'profit', 'month', 'period', 'increase', 'm', 'revenue', 'increase', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['brazilian', 'unit', 'finnish', 'security', 'solution', 'provider', 'f', 'secure', 'sign', 'new', 'client', 'year', 'online', 'news', 'source', 'reseller', 'web', 'quote', 'division', 'commercial', 'director', 'vladimir', 'say']"
2,"['company', 'net', 'profit', 'rise', 'year', 'million', 'euro', '2005', 'sale', 'million', 'euro', 'year', 'company', 'say', 'early']"
2,"['lithuanian', 'beer', 'market', 'million', 'liter', 'january', 'rise', 'percent', 'year', 'early', 'figure', 'lithuanian', 'brewer', 'association', 'reporting', 'cite', 'result', 'member']"
2,"['vike', 'line', 'cargo', 'revenue', 'increase', 'eur', 'mn', 'cargo', 'volume', 'increase', 'cargo', 'unit']"
2,"['fair', 'value', 'property', 'portfolio', 'double', 'result', 'kapiteeli', 'acquisition', 'total', 'eur', 'million']"
2,"['10', 'february', '2011', 'finnish', 'medium', 'company', 'sanoma', 'oyj', 'hel', 'say', 'yesterday', '2010', 'net', 'profit', 'triple', 'm', 'm', '2009', 'announce', 'proposal', 'raise', 'payout']"
2,"['helsinki', 'eliiv', 'today', 'report', 'eps', '2009', 'increase', 'eps', '2008']"
2,"['aspo', 'plc', 'stock', 'exchange', 'release', 'february', '11', '2011', 'esl', 'shipping', 'ltd', 'aspo', 'group', 'sign', 'new', 'long', 'term', 'contract', 'rautaruukki', 'corporation', 'marine', 'transport', 'raw', 'material', 'baltic', 'sea']"
2,"['commission', 'income', 'increase', '22', 'eur', 'mn', 'lending', 'volume', 'rise']"
2,"['january', 'traffic', 'measure', 'revenue', 'passenger', 'kilometre', 'rpk', 'go', 'capacity', 'measure', 'available', 'seat', 'kilometre', 'ask', 'rise']"
2,"['january', 'september', '2010', 'fiskar', 'net', 'profit', 'go', '14', 'year', 'year', 'eur', 'million', 'net', 'sale', 'eur', 'million', 'eur', 'million']"
2,"['net', 'income', 'life', 'insurance', 'rise', 'eur', 'mn', 'eur', 'mn', 'net', 'income', 'non', 'life', 'insurance', 'eur', 'mn', 'eur', 'mn', '2009']"
2,"['nyrstar', 'agree', 'supply', 'talvivaara', 'tonne', 'sulphuric', 'acid', 'annum', 'use', 'talvivaara', 'leaching', 'process', 'period', 'supply', 'zinc', 'concentrate']"
2,"['sale', 'department', 'store', 'division', 'hobby', 'hall', 'increase', '7', 'sale', 'clothing', 'store', 'subsidiary', 'seppala', 'decrease', '4']"
2,"['sale', 'rise', 'export', 'market']"
2,"['sale', 'increase', 'grow', 'market', 'rate', 'increase', 'operation']"
2,"['agreement', 'strengthen', 'long', 'term', 'partnership', 'nokia', 'siemen', 'network']"
2,"['agreement', 'sign', 'biohit', 'healthcare', 'ltd', 'uk', 'base', 'subsidiary', 'biohit', 'oyj', 'finnish', 'public', 'company', 'develop', 'manufacture', 'market', 'liquid', 'handling', 'product', 'diagnostic', 'test', 'system']"
2,"['company', 'estimate', 'carry', 'investment', 'lead', 'increase', 'net', 'sale', '2010', '2009', 'reach', 'eur', 'million']"
2,"['company', 'order', 'book', 'stand', 'bln', 'euro', 'bln', 'september', '30', '2007', 'pct', 'year', 'international', 'order', 'amount', '365', 'mln', 'euro', 'mln']"
2,"['company', 'say', 'paper', 'demand', 'increase', 'main', 'market', 'include', 'publication', 'paper', 'increase', 'average', 'paper', 'price', '4', 'percent', 'compare', 'year']"
2,"['world', 'second', 'large', 'stainless', 'steel', 'maker', 'say', 'net', 'profit', 'month', 'period', 'dec', '31', 'surge', 'million', '781', 'million', 'share', 'million', 'share', 'previous', 'year']"
2,"['framework', 'partnership', 'nokia', 'siemen', 'network', 'sign', 'initial', 'framework', 'purchase', 'agreement', 'sitronic', 'subsidiary', 'jsc', 'mikron', 'large', 'manufacturer', 'exporter', 'microelectronic', 'component', 'russia']"
2,"['seppala', 'revenue', 'increase', 'finland', 'revenue', 'go', 'm', 'sale', 'abroad', 'rise', 'sale', 'increase', 'baltic', 'country', 'russia', 'ukraine']"
2,"['share', 'standard', 'chartered', 'stan', 'rise', 'ftse', '100', 'royal', 'bank', 'scotland', 'rbs', 'share', 'rise', '2', 'barclays', 'share', 'barc', 'bcs']"
2,"['share', 'nokia', 'corp', 'rise', 'thursday', 'cell', 'phone', 'maker', 'say', 'quarter', 'earning', 'double', 'share', 'global', 'handset', 'market', 'increase']"
2,"['financial', 'report', 'publish', 'friday', 'seb', 'say', 'net', 'profit', 'soar', 'bn', '2010', 'year', 'early', 'bn', 'propose', '50', 'dividend', 'increase', 'share']"
2,"['sale', 'department', 'store', 'division', 'increase', '15', 'sale', 'clothing', 'store', 'subsidiary', 'seppala', 'increase', '8', 'sale', 'hobby', 'hall', 'decrease', '12']"
1,"['request', 'finnish', 'medium', 'company', 'alma', 'medium', 'newspaper', 'research', 'manager', 'jari', 'kaivo', 'oja', 'finland', 'futures', 'research', 'centre', 'turku', 'school', 'economic', 'draw', 'future', 'scenario', 'finland', 'national', 'economy', 'model', 'develop', 'university', 'denver']"
1,"['sweden', 'gallerix', 'accumulate', 'sek', 'denominate', 'sale', '1', 'eur', 'denominate', 'sale', '11']"
1,"['company', 'support', 'global', 'customer', 'develop', 'new', 'technology', 'offer', 'fast', 'route', 'product', 'development', 'application', 'volume', 'production']"
1,"['investment', 'place', 'atria', 'plan', 'expand', 'moscow', 'market']"
1,"['new', 'agreement', 'continuation', 'theagreement', 'sign', 'early', 'year', 'lemminkainen', 'group', 'cramo', 'acquire', 'entire', 'construction', 'machine', 'fleet', 'oflemminkainen', 'talo', 'oy', 'ita', 'ja', 'pohjois', 'suomo', 'sign', 'asimilar', 'agreement', 'say', 'tatu', 'hauhio', 'managing', 'director', 'ofcramo', 'finland']"
2,"['contract', 'envisage', 'construction', 'ferryboat', 'option', 'unit', 'confirm', 'total', 'value', '500', 'mln', 'euro', 'mln']"
1,"['june', 'sell', '30', 'percent', 'stake', 'nordstjernan', 'investment', 'group', 'take', 'option', 'acquire', 'eqt', 'remain', 'share']"
2,"['kesko', 'corporation', 'stock', 'exchange', 'release', '1', '1', 'kesko', 'corporation', 'aspo', 'plc', 'today', 'sign', 'agreement', 'aspo', 'acquire', 'share', 'capital', 'kauko', 'telko', 'ltd', 'subsidiary', 'wholly', 'own', 'kesko']"
2,"['sponda', 'plc', 'stock', 'exchange', 'release', '5', 'december', '2006', 'eur', 'billion', 'syndicate', 'credit', 'facility', 'sponda', 'sponda', 'sign', 'agreement', 'year', 'syndicate', 'credit', 'facility', 'total', 'eur', 'billion']"
1,"['stock', 'exchange', 'announcement', '20', 'july', '2006', '1', '1', 'basware', 'share', 'subscription', 'warrant', 'increase', 'share', 'capital', 'total', '119', '850', 'share', 'subscribe', 'basware', 'warrant', 'program']"
2,"['contract', 'cover', 'hdo', 'platform', 'optical', 'fttb', 'node', 'design', 'increase', 'forward', 'return', 'path', 'capacity', 'transmission', 'network']"
1,"['new', 'plant', 'plan', 'electricity', 'generation', 'capacity', '350', 'megawatt', 'mw', 'heat', 'generation', 'capacity']"
2,"['omx', 'helsinki', '25', 'index', 'pct', 'helsinki', 'cap', 'portfolio', 'index', 'pct', 'high']"
1,"['sale', 'growth', 'car', 'considerably', 'influence', 'tire', 'market']"
1,"['maximum', 'new', 'share', 'subscribe', 'exercise', 'b', 'option', '2004', 'stock', 'option', 'plan']"
1,"['result', 'share', 'issue', 'number', 'company', 'share', 'increase', 'share', 'share', 'capital', 'total', 'eur']"
1,"['finnish', 'real', 'estate', 'investor', 'sponda', 'plc', 'say', 'wednesday', '12', 'march', 'sign', 'agreement', 'danske', 'bank', 's', 'helsinki', 'branch', '7', 'year', 'm', 'credit', 'facility', 'ilmarinen', 'mutual', 'pension', 'insurance', 'company', '7', 'year', 'm', 'credit', 'facility']"
1,"['route', 'helsinki', 'finland', 'tallinn', 'estonia', 'cargo', 'volume', 'increase', '36', 'cargo', 'volume', 'finland', 'sweden', 'fall', '9']"
1,"['measure', 'include', 'increase', 'synergy', 'economy', 'scale', 'grimaldi', 'group', 'personnel', 'adjustment', 'divestment', 'redelivery', 'excess', 'tonnage']"
2,"['rinkuskiai', 'raise', 'sale', 'percent', 'million', 'liter', 'sale', 'kauno', 'alus', 'grow', 'percent', 'liter']"
1,"['april', '2006', 'tj', 'group', 'plc', 'sell', 'stake', 'morning', 'digital', 'design', 'oy', 'finnish', 'company', 'tj', 'group', 'plc', 'say', 'friday', '7', 'april', 'sign', 'agreement', 'sell', 'share', 'morning', 'digital', 'design', 'oy', 'edita', 'oyj']"
2,"['april', '2006', 'tj', 'group', 'plc', 'sell', 'stake', 'morning', 'digital', 'design', 'oy', 'finnish', 'company', 'tj', 'group', 'plc', 'say', 'friday', '7', 'april', 'sign', 'agreement', 'sell', 'share', 'morning', 'digital', 'design', 'oy', 'edita', 'oyj']"
1,"['new', 'series', 'share', 'subject', 'trading', 'helsinki', 'stock', 'exchange', 'main', 'list', 'old', 'series', 'share', 'july', '3', '2006']"
1,"['fuel', 'purchase', 'contract', 'sign', 'month', 'delivery', 'september', 'november']"
1,"['tiimari', 'operate', '194', 'store', 'country', 'include', 'core', 'finnish', 'market', 'generate', 'turnover', 'mln', 'eur', '2005']"
2,"['agreement', 'biohit', 'focus', 'supplier', 'pipettor', 'disposable', 'pipettor', 'tip', 'vwr', 'customer', 'europe']"
2,"['combination', 'service', 'enable', 'offer', 'complex', 'strengthen', 'service', 'chain', 'limit', 'baltic', 'port', 'connection', 'get', 'access', 'world', 'wide', 'grimaldi', 'network', 'mediterranean', 'africa', 'north', 'america', 'say', 'uwe', 'bakosch']"
1,"['blind', 'spot', 'come', '1', 'vantage', 'point', 'allow', 'investigator', 'story', 'high', 'resolution', 'unbroken', 'video']"
2,"['company', 'expect', 'turnover', '2010', 'slightly', 'increase', 'level', '2009', 'add', 'market', 'predictability', 'poor', 'trustworthy', 'forecast', 'market', 'development', 'contract', 'manufacturing', 'business', 'current', 'year']"
2,"['acquisition', 'considerably', 'increase', 'kemira', 'sale', 'market', 'position', 'russian', 'metal', 'industry', 'coating', 'market']"
2,"['january', 'september', '2007', 'finnline', 'net', 'sale', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period', '2006']"
2,"['adjust', 'change', 'group', 'structure', 'division', 'net', 'sale', 'increase']"
2,"['change', 'optimize', 'operational', 'efficiency', 'grow', 'business', 'say', 'julia', 'prohaska', 'director', 'marketing', 'communication', 'fiskar']"
2,"['invest', 'physical', 'infrastructure', 'provide', 'know', 'manage', 'develop', 'science', 'technology', 'park', 'say', 'sunrise', 'valley', 'director', 'andrius', 'bagdonas']"
2,"['4', 'february', '2011', 'finnish', 'broadband', 'datum', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', 'see', 'net', 'profit', 'jump', 'm', 'quarter', '2010', '000', 'period', '2009']"
2,"['finnish', 'aktia', 'group', 'operating', 'profit', 'rise', 'eur', 'mn', 'quarter', '2010', 'eur', 'mn', 'quarter', '2009']"
2,"['finnish', 'bank', 'land', 'consolidated', 'net', 'operating', 'profit', 'increase', 'eur', 'mn', 'quarter', '2005', 'eur', 'mn', 'quarter', '2006']"
2,"['finnish', 'financial', 'group', 'aktia', 'report', 'operate', 'profit', 'eur', 'mn', 'january', 'september', '2009', 'eur', 'mn', 'corresponding', 'period', '2008']"
2,"['finnish', 'high', 'technology', 'provider', 'vaahto', 'group', 'report', 'net', 'sale', 'eur', 'mn', 'accounting', 'period', 'september', '2007', 'february', '2008', 'increase', 'year', 'early']"
2,"['net', 'sale', 'finnish', 'food', 'industry', 'company', 'tehtaat', 'continue', 'operation', 'increase', '13', '2008', 'eur', 'mn', 'eur', 'mn', '2007']"
2,"['individual', 'promotion', 'generate', 'slightly', 'high', 'expect', 'revenue']"
2,"['biohit', 'service', 'current', 'genesis', 'customer', 'customer', 'base', 'expect', 'expand', 'result', 'agreement']"
2,"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['circulation', 'revenue', 'increase', '5', 'finland', '4', 'sweden', '2008']"
2,"['clothing', 'chain', 'net', 'sale', 'increase', 'eur', 'mn']"
2,"['construction', 'volume', 'grow', 'rate', '10', '15', 'percent', 'annually']"
2,"['finnish', 'swedish', 'construction', 'market', 'experience', 'estimate', '4', 'annual', 'growth', '2008']"
2,"['biohit', 'estimate', 'total', 'net', 'sale', 'continue', 'grow', '2009', 'favourable', 'trend', 'net', 'sale', 'lead', 'profit', '2009']"
2,"['2009', 'fiskar', 'cash', 'flow', 'operating', 'activity', 'amount', 'm', 'm', 'previous', 'year']"
2,"['lithuania', 'operating', 'profit', 'rise', 'eur', 'eur', 'corresponding', 'period', '2005']"
2,"['fourth', 'quarter', '2008', 'net', 'sale', 'increase', '2', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter', '2007']"
2,"['international', 'sale', 'rise', 'eur', 'mn']"
1,"['kalmar', 'espana', 'generate', 'net', 'sale', 'mln', 'euro', 'mln', '2005']"
2,"['net', 'sale', 'grow', 'period', '402', 'million', 'million', '401', 'million', '2006']"
2,"['net', 'sale', 'increase', 'm', 'april', 'june', '2010', 'm', 'year', 'early']"
2,"['net', 'sale', 'rise', 'year', 'year', 'm', 'number', 'charger', 'deliver', 'go', '41', 'million', 'piece']"
2,"['net', 'sale', 'total', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period', '2005']"
2,"['nokia', 'note', 'average', 'selling', 'price', 'handset', 'decline', 'period', 'mobile', 'phone', 'profit', 'margin', 'rise', '22', 'percent', '13', 'percent', 'year', 'ago', 'quarter']"
2,"['operating', 'profit', 'increase', 'eur', 'mn', 'eur', 'mn']"
2,"['operate', 'profit', 'margin', 'increase']"
2,"['operating', 'profit', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period', '2009']"
2,"['operating', 'profit', 'rise', 'eur', 'eur', 'mn', 'fourth', 'quarter', '2008']"
2,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
2,"['ramirent', 'net', 'sale', 'second', 'quarterende', 'june', '30', 'euro', 'million', '163', 'million', 'percent', 'increase', 'compare', 'euro', 'million', 'thesecond', 'quarter', 'year']"
2,"['revenue', 'grow', '2', 'percent', '580', 'million', '743', 'million', '569', 'million']"
2,"['ruukki', 'announce', 'sign', 'agreement', 'aker', 'solution', 'norway', 'supply', '24', 'suction', 'anchor', 'september', '2010', 'kalajoki', 'unit', 'finland']"
2,"['ruukki', 'delivery', 'volume', 'sell', 'price', 'show', 'favourable', 'development', 'company', 'comparable', 'net', 'sale', 'grow', '50', 'year', 'year', 'm', 'ceo', 'sakari', 'tamminen', 'say']"
2,"['sanoma', 'magazines', 'net', 'sale', 'estimate', 'grow', '2006']"
2,"['bank', 'forecast', 'finland', 'gdp', 'grow', '2', '2010', '2011']"
2,"['circuit', 'overall', 'production', 'rate', 'weekly', 'basis', 'excess', 'average', 'tonne', 'day', 'volume', 'excess', 'tonne', 'day', 'reach', 'individual', 'day']"
2,"['company', 'consolidated', 'operating', 'profit', 'amount', 'eur', 'mn', 'eur', 'mn', 'year', 'year']"
2,"['department', 'store', 'division', 'report', 'increase', 'sale', '4', 'cent']"
2,"['fair', 'value', 'company', 'investment', 'property', 'grow', 'eur', 'billion', 'end', 'march', '2009', 'eur', 'million', 'year', 'ago']"
2,"['quarter', 'good', 'quarter', '2009', 'net', 'sale', 'operate', 'margin', 'rise']"
2,"['major', 'brewery', 'increase', 'domestic', 'beer', 'sale', 'cent', 'year', 'million', 'litre', 'million', 'litre', '2004']"
2,"['transaction', 'double', 'tecnomens', 'workforse', 'add', 'fourth', 'net', 'sale']"
2,"['operate', 'profit', 'rise', 'eur', 'million']"
2,"['purchase', 'cramo', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']"
2,"['priority', '2009', 'strengthen', 'company', 'balance', 'sheet', 'increase', 'cash', 'flow', 'ceo', 'hannu', 'krook', 'say']"
2,"['purchase', 'operation', 'yit', 'strategy', 'expand', 'offering', 'building', 'system', 'service', 'geographically']"
2,"['21', 'october', '2010', 'finnish', 'fishing', 'tackle', 'company', 'rapala', 'vmc', 'corp', 'hel', 'say', 'today', 'net', 'profit', 'rise', 'm', 'month', '2010', 'm', 'period', 'year', 'early']"
1,"['structure', 'bim', 'build', 'information', 'model', 'software', 'tekla', 'model', 'base', 'software', 'provider', 'adopt', 'construction', 'management', 'delivery', 'university', 'project', 'abu', 'dhabi']"
2,"['accord', 'finnish', 'metso', 'mineral', 'value', 'company', 'order', 'go', 'eur', 'bn', '12', 'month']"
2,"['finnish', 'aldata', 'solution', 'sign', 'contract', 'supply', 'system', 'french', 'retail', 'chain']"
2,"['finnish', 'bank', 'land', 'report', 'operating', 'profit', 'rise', 'eur', 'mn', 'second', 'quarter', '2009', 'eur', 'mn', 'corresponding', 'period', '2008']"
2,"['finnish', 'financial', 'group', 'aktia', 'operating', 'profit', '2009', 'increase', 'eur', 'mn', 'eur', 'mn', '2008']"
2,"['finnish', 'forest', 'machinery', 'manufacturer', 'ponsse', 'net', 'sale', 'grow', 'eur', 'mn', 'quarter', '2010', 'eur', 'mn', 'corresponding', 'period', '2009']"
2,"['finnish', 'kci', 'konecrane', 'raise', 'net', 'sale', 'growth', 'estimate', '2006', '25', '35']"
2,"['finnish', 'okmetic', 'manufacture', 'process', 'silicon', 'wafer', 'semiconductor', 'sensor', 'industry', 'norwegian', 'solar', 'wafer', 'company', 'norsun', 'sign', 'contract', 'okmetic', 'supply', 'norsun', 'mono', 'silicon', 'crystal', 'use', 'solar', 'cell', 'manufacturing']"
2,"['finnish', 'pharmaceutical', 'company', 'orion', 'net', 'sale', 'rise', 'eur', 'quarter', '2009', 'eur', 'quarter', '2008']"
2,"['finnish', 'ponsse', 'sign', 'agreement', 'babcock', 'africa', 'distribution', 'support', 'ponsse', 'forest', 'machine', 'harvester', 'head', 'information', 'system', 'south', 'africa']"
2,"['south', 'african', 'sappi', 'large', 'foreign', 'forest', 'industry', 'company', 'operate', 'finland', 'result', 'acquisition', 'finnish', 'm', 'real', 'corporation', 'graphic', 'paper', 'business', 'unit']"
2,"['accord', 'deputy', 'md', 'pekka', 'silvennoinen', 'aim', 'double', 'turnover', 'year']"
2,"['accord', 'hkscan', 'finland', 'plan', 'increase', 'suoman', 'portti', 'net', 'sale', 'eur', 'eur']"
2,"['advertising', 'circulation', 'revenue', 'grow', 'respectively']"
2,"['takeover', 'cramo', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']"
2,"['significant', 'sale', 'increase', 'russia']"
2,"['alma', 'medium', 'expect', 'net', 'sale', 'increase', 'forecast', 'previously']"
2,"['profit', 'accounting', 'period', 'go', 'eur', 'mn', 'eur', 'mn', 'year', 'ago']"
2,"['end', 'march', '2007', 'group', 'order', 'book', 'eur', 'mn', '42', 'corresponding', 'period', '2006']"
2,"['time', 'profit', 'company', 'increase', '10', 'reach', 'ls']"
1,"['aviation', 'system', 'maintenance', 'base', 'kansas', 'generate', 'net', 'sale', 'usd', 'million', '2008']"
2,"['increase', 'share', 'meat', 'sausage', 'offer', 'number', 'new', 'taste', 'grill', 'product', 'shish', 'kebab', 'segment', 'paavel', 'say']"
2,"['operate', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'financial', 'year', '2004']"
2,"['operate', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'financial', 'year', '2004']"
2,"['operate', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', '2005']"
2,"['operate', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', '2004']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'compare', 'corresponding', 'period', '2006']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2007']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2006']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'quarter', '2006']"
2,"['operate', 'profit', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2005']"
2,"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', 'year', 'ago']"
2,"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', '2007']"
2,"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', 'year', 'ago']"
2,"['cargo', 'volume', 'grow', '7']"
2,"['cargo', 'volume', 'increase', 'approximately', '5']"
2,"['comparable', 'operating', 'profit', 'total', 'eur', 'eur', '2004']"
2,"['digia', 'say', 'consolidated', 'net', 'sale', 'january', 'june', '2010', 'm', 'period', '2009', 'm']"
2,"['diluted', 'earning', 'share', 'eps', 'rise', 'eur', 'eur']"
2,"['diluted', 'earning', 'share', 'eps', 'rise', 'eur', 'versus', 'eur']"
2,"['diluted', 'earning', 'share', 'eps', 'rise', 'eur', 'eur']"
2,"['diluted', 'earning', 'share', 'eps', 'rise', 'eur', 'eur']"
2,"['dilute', 'eps', 'rise']"
2,"['ebit', 'margin']"
1,"['editor', 'note', 'grimaldi', 'generate', 'bln', 'euro', 'bln', 'turnover', '2005', 'ansa', 'report', '29', '2006']"
2,"['ep', 'quarter', 'compare', 'quarter', '2008', 'represent', 'group', 'net', 'sale', 'quarter', 'm', 'compare', 'm', 'quarter', '2008']"
2,"['ep', 'continue', 'operation', 'come', 'eur']"
2,"['equity', 'ratio', 'compare', 'quarter', '2007', 'net', 'sale', 'frozen', 'food', 'business', 'total', 'eur', '5', 'quarter', '2006']"
2,"['000', '2010', '6', '2010', 'finnish', 'textile', 'clothing', 'design', 'company', 'marimekko', 'oyj', 'hel', 'say', 'today', 'net', 'profit', 'rise', '000', 'quarter', '2010', '000', 'corresponding', 'period', 'year', 'early']"
2,"['finland', 'base', 'elcoteq', 'se', 'privately', 'hold', 'provider', 'electronic', 'manufacturing', 'service', 'communication', 'company', 'say', 'thursday', 'sign', 'long', 'term', 'manufacture', 'supply', 'deal', 'communication', 'equipment', 'company', 'andrew', 'corp']"
